Symptoms,Diagnosis,Differential Diagnosis,Advise,Image analysis,
UNADWhiteGNADMNADPiNADSNOYesSmokingPalate,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADRedGNADMNADDarkSNOYesHyesDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADRedGNADMNADPiNADSNOYesHyesDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADRedGNADMNADDarkSNOYesSmokingDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADRedGNADMNADPiNADSNOYesSmokingDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADWhiteGNADMNADDarkSNOYesSmokingDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UNADWhiteGNADMNADPiNADSNOYesSmokingDorsumtongue,SPECKLEDLEUKOPLAKIA,CANDIDIASIS & CARCINOMA IN SITU,ADVISE SYMPTOMATIC TREATMENT AND FOLLOW UP IS MUST & IF NO CHANGE AFTER 2 WEEKS & ADVISE BIOPSY ,,
UlcerroundPNADGNADMNADPiNADSNONoHnoBmucosa,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSNONoHnoBmucosa,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSharpNoHnoBmucosa,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSharpNoHnoBmucosa,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundWhiteGNADMNADPiNADSharpNoHnoBmucosa,APTHOUS ULCER,TRAUMATICULCER & CANDIDIASIS,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSNONoHnoMixedareas,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSNONoHnoMixedareas,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSharpNoHnoMixedareas,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSharpNoHnoMixedareas,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundWhiteGNADMNADPiNADSharpNoHnoMixedareas,APTHOUS ULCER,TRAUMATICULCER & CANDIDIASIS,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSNONoHnoBsulcus,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSNONoHnoBsulcus,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSharpNoHnoBsulcus,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSharpNoHnoBsulcus,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundWhiteGNADMNADPiNADSharpNoHnoBsulcus,APTHOUS ULCER,TRAUMATICULCER & CANDIDIASIS,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSNONoHnoPalate,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSNONoHnoPalate,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSharpNoHnoPalate,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSharpNoHnoPalate,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundWhiteGNADMNADPiNADSharpNoHnoPalate,APTHOUS ULCER,TRAUMATICULCER & CANDIDIASIS,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSNONoHnoDorsumtongue,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSNONoHnoDorsumtongue,APTHOUS ULCER,HERPETIC STOMATITIS,SYMPTOMATIC TREATMENT,,
UlcerroundRedGNADMNADPiNADSharpNoHnoDorsumtongue,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundPNADGNADMNADPiNADSharpNoHnoDorsumtongue,APTHOUS ULCER,TRAUMATICULCER ,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UlcerroundWhiteGNADMNADPiNADSharpNoHnoDorsumtongue,APTHOUS ULCER,TRAUMATICULCER & CANDIDIASIS,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH,,
UNADWhiteGNADMNADPiNADSNONoHnoMixedareas,CANDIDASIS,FRICTIONAL KERATOSIS & LEUKOPLAKIA,SYMPTOMATIC TREATMENT & FOLLOW UP IS NEEDED,,
UNADWhiteGNADMNADPiNADSNONoHnoBsulcus,CANDIDASIS,FRICTIONAL KERATOSIS & LEUKOPLAKIA,SYMPTOMATIC TREATMENT & FOLLOW UP IS NEEDED,,
UNADWhiteGNADMNADPiNADSNONoHnoPalate,CANDIDASIS,FRICTIONAL KERATOSIS & LEUKOPLAKIA,SYMPTOMATIC TREATMENT & FOLLOW UP IS NEEDED,,
UNADWhiteGNADMNADPiNADSNONoHnoDorsumtongue,GEOGRAPHIC TONGUE,CANDIDIASIS & FISSURED TONGUE,SYMPTOMATIC TREATMENT & OBSERVE TWO WEEKS,,
UNADWhiteGNADMNADDarkSNONoHnoDorsumtongue,GEOGRAPHIC TONGUE,CANDIDIASIS & FISSURED TONGUE,SYMPTOMATIC TREATMENT & OBSERVE TWO WEEKS,,
UNADRedwhiteGNADMNADPiNADSNONoHnoDorsumtongue,GEOGRAPHIC TONGUE,CANDIDIASIS & FISSURED TONGUE,SYMPTOMATIC TREATMENT & OBSERVE TWO WEEKS,,
UNADRedwhiteGNADMNADDarkSNONoHnoDorsumtongue,GEOGRAPHIC TONGUE,CANDIDIASIS & FISSURED TONGUE,SYMPTOMATIC TREATMENT & OBSERVE TWO WEEKS,,
UNADWhiteGNADMNADDarkSNONoHyesBsulcus,TOBACCO POUCH KERATOSIS,ORALLEUKOPLAKIA & SMOKER'S MELANOSIS,SYMPTOMATIC TREATMENT & FOLLOW UP IS NEEDED & ,,
UNADWhiteGNADMNADDarkSNONoSmokingBsulcus,TOBACCO POUCH KERATOSIS,ORALLEUKOPLAKIA & SMOKER'S MELANOSIS,SYMPTOMATIC TREATMENT & FOLLOW UP IS NEEDED & ,,
UNADWhiteGNADMNADPiNADSharpNoHnoBmucosa,FRICTIONAL KERATOSIS,ORALLEUKOPLAKIA,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH &REFER TO A SPECIALIST IF NO CHANGE AFTER TWO WEEKS,,
UNADWhiteGNADMNADPiNADSharpNoHnoMixedareas,FRICTIONAL KERATOSIS,ORALLEUKOPLAKIA,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH &REFER TO A SPECIALIST IF NO CHANGE AFTER TWO WEEKS,,
UNADWhiteGNADMNADPiNADSharpNoHnoBsulcus,FRICTIONAL KERATOSIS,ORALLEUKOPLAKIA,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH &REFER TO A SPECIALIST IF NO CHANGE AFTER TWO WEEKS,,
UNADWhiteGNADMNADPiNADSharpNoHnoPalate,FRICTIONAL KERATOSIS,ORALLEUKOPLAKIA,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH &REFER TO A SPECIALIST IF NO CHANGE AFTER TWO WEEKS,,
UNADWhiteGNADMNADPiNADSharpNoHnoDorsumtongue,FRICTIONAL KERATOSIS,ORALLEUKOPLAKIA,SYMPTOMATIC TREATMENT & OBSERVE SHARP TEETH &REFER TO A SPECIALIST IF NO CHANGE AFTER TWO WEEKS,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
UNADWhiteGNADMNADPiNADSNONoHyesBmucosa,ORALLEUKOPLAKIA,CANDIDIASIS ,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADDarkSNONoHyesBmucosa,ORALLEUKOPLAKIA,CANDIDIASIS & MELANIN PIGMENTATION,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADPiNADSNONoHyesMixedareas,ORALLEUKOPLAKIA,CANDIDIASIS ,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADDarkSNONoHyesMixedareas,ORALLEUKOPLAKIA,CANDIDIASIS & MELANIN PIGMENTATION,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
,,,,,
UNADWhiteGNADMNADPiNADSNONoHyesPalate,ORALLEUKOPLAKIA,CANDIDIASIS ,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADDarkSNONoHyesPalate,ORALLEUKOPLAKIA,CANDIDIASIS & MELANIN PIGMENTATION,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADPiNADSNONoHyesDorsumtongue,ORALLEUKOPLAKIA,CANDIDIASIS ,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADDarkSNONoHyesDorsumtongue,ORALLEUKOPLAKIA,CANDIDIASIS & MELANIN PIGMENTATION,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADPiNADSNONoHyesBsulcus,ORAL LEKOPLAKIA,TOBACCO POUCH KERATOSIS,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteGNADMNADPiNADSNONoSmokingBsulcus,ORAL LEKOPLAKIA,TOBACCO POUCH KERATOSIS,SYMPTOMATIC TREATMENT & STOP THE HABIT & REFER TO A SPECIALIST,,
UNADWhiteIrregularL1MNADPiNADSNONoHyesBmucosa,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoHyesBmucosa,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoSmokingBmucosa,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoSmokingBmucosa,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoHyesMixedareas,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoHyesMixedareas,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoSmokingMixedareas,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoSmokingMixedareas,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoHyesBsulcus,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoHyesBsulcus,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoSmokingBsulcus,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoSmokingBsulcus,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoHyesPalate,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoHyesPalate,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoSmokingPalate,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoSmokingPalate,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoHyesDorsumtongue,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoHyesDorsumtongue,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularL1MNADPiNADSNONoSmokingDorsumtongue,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & CARCINOMA IN SITU,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADWhiteIrregularM1MNADPiNADSNONoSmokingDorsumtongue,VERRUCOUSLEUKOPLAKIA,VERRUCOUS CARCINOMA & ORAL SQUAMOUS CELL CARCINOMA,SYMPTOMATIC TREATMENT AND TO STOP THE HABIT & FOLLOW UP IS MUST & REFER TO SPECIALIST FOR BIOPSY,,
UNADRedGNADMarblewhiteDarkSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhiteDarkSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSharpNoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSNONoHyesBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhiteDarkSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhiteDarkSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSharpNoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSNONoSmokingBmucosa,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhiteDarkSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhiteDarkSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADRedGNADMarblewhitePiNADSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhiteDarkSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundRedGNADMarblewhitePiNADSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhiteDarkSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UNADWhiteGNADMarblewhitePiNADSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhiteDarkSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSharpNoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
UlcerroundWhiteGNADMarblewhitePiNADSNONoHyesMixedareas,OSMF,BURNING MOUTH SYNDROME,SYMPTOMATIC TREATMENT & FOLLOW UP IS MUST & REFER TO A SPECIALIST,,
